notification_date,AgeGroup_0-19,AgeGroup_20-24,AgeGroup_25-29,AgeGroup_35-39,AgeGroup_40-44,AgeGroup_45-49,AgeGroup_50-54,AgeGroup_55-59,AgeGroup_70+,AgeGroup_60-64,AgeGroup_30-34,AgeGroup_65-69,AgeGroup_None
2021-05-17,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-05-18,0,0,0,0,0,0,0,0,1,0,1,0,0
2021-05-19,0,0,0,0,1,0,1,0,0,0,0,0,0
2021-05-21,0,0,1,1,0,0,0,0,0,0,1,0,0
2021-05-23,0,0,0,0,1,0,0,0,0,0,1,0,0
2021-05-24,0,1,0,0,1,0,0,0,0,0,0,0,0
2021-05-25,0,1,0,0,0,0,0,0,0,1,0,0,0
2021-05-27,0,0,1,0,0,0,1,0,0,0,2,0,0
2021-05-28,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-29,1,0,0,0,0,0,0,0,2,0,0,0,0
2021-05-30,1,1,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-06-04,0,0,0,2,0,0,0,0,0,0,2,0,0
2021-06-05,0,0,0,0,3,0,0,0,0,0,0,0,0
2021-06-06,1,1,1,0,0,0,0,0,0,0,1,0,0
2021-06-07,3,0,1,1,0,0,0,0,0,0,3,0,0
2021-06-08,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,1,0,0,0,0,0,0,0,0,0,1,0,0
2021-06-10,1,0,0,0,0,0,0,0,0,0,1,0,0
2021-06-12,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-06-13,1,1,2,0,1,1,0,0,0,0,2,0,0
2021-06-14,3,0,0,0,1,0,0,0,0,0,0,0,0
2021-06-15,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-06-16,0,0,0,0,0,0,0,0,1,2,1,0,0
2021-06-17,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-06-18,2,0,2,0,1,0,0,0,0,0,2,0,0
2021-06-19,0,0,3,1,0,1,1,0,0,0,1,0,0
2021-06-20,0,0,0,0,0,0,2,0,0,0,1,0,0
2021-06-21,0,1,0,1,0,1,0,1,0,1,0,0,0
2021-06-22,6,1,2,1,1,0,3,0,0,0,3,2,0
2021-06-23,1,1,3,1,1,0,0,1,1,0,2,0,0
2021-06-24,6,2,2,0,1,0,1,2,2,0,6,0,0
2021-06-25,6,2,4,0,0,3,3,3,0,1,5,1,0
2021-06-26,1,3,7,4,3,2,0,0,2,1,4,1,0
2021-06-27,4,3,2,0,1,1,2,1,2,0,6,1,0
2021-06-28,5,1,2,0,3,1,0,1,2,0,1,0,0
2021-06-29,4,4,3,2,1,1,5,2,2,1,6,0,0
2021-06-30,7,3,4,1,3,3,1,1,2,2,3,1,0
2021-07-01,4,2,2,0,4,4,5,2,0,1,6,1,0
2021-07-02,13,1,4,3,4,3,0,4,1,1,6,2,0
2021-07-03,6,4,0,1,0,0,2,1,6,2,2,0,0
2021-07-04,9,5,1,0,3,3,3,0,3,1,2,1,0
2021-07-05,5,1,6,0,0,1,2,0,1,1,0,0,0
2021-07-06,8,5,6,2,2,3,0,2,1,0,5,1,0
2021-07-07,11,4,6,1,2,6,1,1,1,1,3,0,0
2021-07-08,18,5,3,4,0,5,2,3,2,1,2,1,0
2021-07-09,13,7,4,5,6,3,3,2,1,2,4,2,0
2021-07-10,21,16,7,7,10,3,12,9,8,2,8,4,0
2021-07-11,31,19,15,4,7,7,8,5,6,5,12,2,0
2021-07-12,24,16,7,1,2,7,4,4,1,1,4,2,0
2021-07-13,22,10,8,6,7,6,3,9,5,6,5,4,0
2021-07-14,18,10,9,4,2,5,3,8,3,5,7,2,0
2021-07-15,20,12,13,8,7,5,11,7,2,1,13,3,0
2021-07-16,38,8,18,7,6,2,5,6,7,5,10,1,0
2021-07-17,37,5,13,3,3,6,8,5,8,2,7,2,0
2021-07-18,29,12,13,3,5,8,16,7,1,6,8,3,0
2021-07-19,11,6,7,11,2,3,4,4,4,5,9,0,0
2021-07-20,23,13,14,8,8,4,8,3,8,10,8,0,0
2021-07-21,25,12,16,14,7,6,8,10,8,7,24,6,0
2021-07-22,39,11,15,11,14,8,7,9,6,6,15,3,0
2021-07-23,44,15,13,13,11,6,10,10,4,6,15,3,0
2021-07-24,32,27,13,5,8,5,10,10,4,4,18,3,0
2021-07-25,32,26,15,18,4,11,21,13,7,7,21,1,0
2021-07-26,38,12,16,10,5,9,11,8,10,7,13,4,0
2021-07-27,37,16,11,17,13,9,6,6,12,7,22,2,0
2021-07-28,69,30,20,18,17,11,17,10,13,10,35,4,0
2021-07-29,46,22,13,17,11,4,12,12,14,10,17,4,0
2021-07-30,57,23,30,11,16,11,9,6,4,7,19,4,0
2021-07-31,73,16,21,15,14,16,11,12,22,8,25,7,0
2021-08-01,51,27,19,17,9,7,10,9,12,11,17,5,0
2021-08-02,57,20,28,16,12,8,9,16,15,4,19,4,0
2021-08-03,77,23,23,21,13,18,9,12,10,6,17,7,0
2021-08-04,71,32,33,16,12,24,8,11,8,9,19,4,0
2021-08-05,117,44,25,16,22,11,14,12,17,14,23,4,0
2021-08-06,92,35,32,25,19,17,16,10,11,14,22,8,0
2021-08-07,83,24,23,25,13,14,12,9,15,7,23,2,0
2021-08-08,75,34,25,14,16,15,13,16,14,9,21,8,0
2021-08-09,122,55,27,18,32,21,17,16,12,7,36,3,0
2021-08-10,123,30,28,32,22,15,11,21,14,4,33,5,0
2021-08-11,115,39,39,17,21,23,25,16,19,10,37,10,0
2021-08-12,137,50,34,33,25,18,25,19,13,7,29,8,0
2021-08-13,149,62,52,32,28,15,28,14,14,15,36,8,0
2021-08-14,124,34,30,19,21,20,11,13,16,10,19,8,0
2021-08-15,165,64,54,38,31,23,23,26,18,12,43,8,0
2021-08-16,177,71,65,41,33,38,30,19,14,16,56,16,0
2021-08-17,139,89,57,32,31,39,28,32,18,18,56,7,0
2021-08-18,212,64,78,50,41,44,32,29,15,9,56,4,0
2021-08-19,215,105,105,72,44,34,37,22,21,23,68,14,0
2021-08-20,228,96,90,67,41,50,40,31,32,18,69,6,0
2021-08-21,255,96,100,69,52,42,37,32,17,20,82,12,0
2021-08-22,232,93,81,53,44,55,25,25,22,17,79,12,0
2021-08-23,285,81,104,73,40,35,42,30,19,25,80,12,0
2021-08-24,259,114,103,79,60,63,42,36,29,27,76,19,0
2021-08-25,285,135,109,78,65,45,59,28,24,21,89,22,0
2021-08-26,286,112,125,83,61,54,42,36,26,18,78,21,0
2021-08-27,336,143,134,88,73,46,67,46,41,33,96,19,0
2021-08-28,354,136,114,95,75,45,66,39,26,26,109,20,0
2021-08-29,365,115,142,101,77,74,71,50,45,29,111,15,0
2021-08-30,318,120,129,92,74,64,57,29,35,28,103,28,0
2021-08-31,356,151,121,105,81,78,47,58,43,32,108,25,0
2021-09-01,360,150,136,121,96,95,59,51,56,38,133,31,0
2021-09-02,420,162,153,109,101,71,68,59,60,31,107,20,0
2021-09-03,424,155,163,120,92,95,99,48,62,67,160,32,0
2021-09-04,335,132,132,100,77,71,57,52,47,51,113,43,0
2021-09-05,332,121,130,118,84,76,58,47,44,36,114,16,0
2021-09-06,375,119,145,94,93,72,72,53,57,50,117,24,0
2021-09-07,394,124,155,124,112,84,83,56,60,50,123,29,0
2021-09-08,420,134,166,120,122,88,61,43,55,58,128,31,0
2021-09-09,423,154,164,126,119,97,67,63,62,50,155,36,0
2021-09-10,436,124,146,119,119,99,72,61,71,49,119,33,0
2021-09-11,374,122,125,104,77,93,58,55,57,40,112,27,0
2021-09-12,368,106,119,92,68,78,48,47,55,38,115,28,0
2021-09-13,408,131,112,95,77,70,70,50,48,38,119,21,0
2021-09-14,384,85,124,109,72,73,68,53,53,38,107,23,0
2021-09-15,414,109,122,120,76,89,66,58,65,38,126,30,0
2021-09-16,372,129,129,117,81,71,63,41,51,44,131,27,0
2021-09-17,403,89,137,119,85,87,61,61,56,41,117,25,0
2021-09-18,344,95,96,99,79,68,58,45,45,33,76,32,0
2021-09-19,282,80,80,80,56,61,46,41,46,29,81,20,0
2021-09-20,331,89,89,77,74,61,62,45,52,33,100,27,0
2021-09-21,347,95,123,85,65,73,75,38,59,45,87,25,0
2021-09-22,320,83,96,89,65,68,57,44,58,37,107,23,0
2021-09-23,323,87,72,77,78,53,62,43,45,24,96,22,0
2021-09-24,357,97,88,106,51,64,49,40,55,21,77,25,0
2021-09-25,290,80,95,52,55,49,52,45,55,22,86,27,0
2021-09-26,276,65,68,71,39,34,42,42,35,38,71,17,0
2021-09-27,260,86,80,67,51,55,51,30,30,23,73,23,0
2021-09-28,326,73,76,73,69,42,44,32,33,21,87,25,0
2021-09-29,311,85,76,78,63,59,56,39,35,41,89,29,0
2021-09-30,325,63,60,77,49,41,33,34,33,28,72,21,0
2021-10-01,296,69,77,53,53,46,40,31,31,24,86,20,0
2021-10-02,246,51,66,60,54,41,19,27,31,13,59,14,0
2021-10-03,225,52,50,57,35,40,29,26,25,25,40,21,0
2021-10-04,223,44,44,41,38,33,27,20,23,21,63,13,0
2021-10-05,199,49,46,40,29,39,24,21,19,15,50,8,0
2021-10-06,233,42,41,54,46,42,23,25,30,22,55,14,0
2021-10-07,241,53,63,51,39,47,33,27,32,24,43,13,0
2021-10-08,185,44,58,40,29,30,27,18,21,8,42,12,0
2021-10-09,203,36,46,40,28,27,20,17,18,15,37,11,0
2021-10-10,174,32,30,36,31,29,21,14,18,17,32,7,0
2021-10-11,156,26,28,23,28,20,18,15,19,10,21,4,0
2021-10-12,168,36,37,41,28,19,16,24,12,9,37,6,0
2021-10-13,153,32,41,34,20,22,18,15,21,5,29,11,0
2021-10-14,175,16,30,29,24,20,15,12,21,10,44,10,0
2021-10-15,109,23,31,25,26,25,18,14,15,5,28,9,0
2021-10-16,117,21,20,19,14,17,16,10,15,13,28,6,0
2021-10-17,108,22,27,18,17,14,15,5,21,8,19,5,0
2021-10-18,95,20,13,18,21,7,10,13,12,3,15,9,0
2021-10-19,116,21,35,18,21,10,15,12,12,13,29,8,0
2021-10-20,137,28,35,21,18,19,21,9,16,17,28,3,0
2021-10-21,139,30,30,17,27,13,8,13,14,12,45,10,0
2021-10-22,138,20,30,30,18,19,9,8,19,8,36,3,0
2021-10-23,123,18,29,25,17,16,10,7,9,11,29,3,0
2021-10-24,98,20,10,23,29,9,18,6,10,10,22,7,0
2021-10-25,127,14,28,21,12,13,12,6,8,10,18,8,0
2021-10-26,134,10,27,16,17,11,1,5,11,4,24,3,0
2021-10-27,127,19,31,23,18,15,13,10,6,4,32,4,0
2021-10-28,116,13,22,17,17,12,15,10,11,6,27,4,0
2021-10-29,80,13,21,14,17,9,5,5,5,4,23,9,0
2021-10-30,66,8,23,13,11,5,7,8,9,8,14,3,0
2021-10-31,45,14,17,12,7,13,5,3,9,3,12,1,0
2021-11-01,70,6,9,13,6,8,4,8,1,3,10,3,0
2021-11-02,120,8,20,15,13,12,8,6,7,6,19,6,0
2021-11-03,132,28,26,19,21,19,9,3,6,5,22,2,0
2021-11-04,104,15,12,17,13,12,6,4,5,5,13,5,0
2021-11-05,133,19,27,20,7,12,5,6,10,7,18,3,0
2021-11-06,104,18,17,19,24,11,4,8,8,3,24,5,0
2021-11-07,71,9,13,25,16,13,6,4,9,5,9,6,0
2021-11-08,76,14,17,22,24,10,9,3,6,5,15,3,0
2021-11-09,118,15,16,14,13,11,11,5,5,8,14,5,0
2021-11-10,129,19,20,20,19,6,9,7,13,5,15,1,0
2021-11-11,117,12,22,18,15,16,9,8,8,2,22,6,0
2021-11-12,119,20,16,22,22,9,10,7,7,3,14,7,0
2021-11-13,84,18,18,13,12,6,10,6,5,5,13,1,0
2021-11-14,90,10,11,13,5,8,3,4,7,2,19,10,0
2021-11-15,90,12,11,18,16,9,6,7,6,4,14,5,0
2021-11-16,100,22,17,23,15,10,11,4,5,4,18,6,0
2021-11-17,125,24,16,15,12,8,9,4,11,6,19,8,0
2021-11-18,89,13,20,15,7,8,11,8,7,7,13,3,0
2021-11-19,82,18,16,8,7,11,9,8,6,6,11,5,0
2021-11-20,81,7,11,14,13,10,7,8,3,3,15,0,0
2021-11-21,72,6,7,9,17,12,9,5,5,5,19,6,0
2021-11-22,62,13,18,12,14,10,7,7,7,5,10,2,0
2021-11-23,100,18,22,18,14,14,11,22,13,8,19,1,0
2021-11-24,87,21,27,27,19,20,11,11,14,7,18,7,0
2021-11-25,89,18,26,18,18,11,12,11,8,7,31,9,0
2021-11-26,82,21,17,21,19,10,11,6,15,5,17,7,0
2021-11-27,54,17,20,16,8,13,10,3,15,6,20,3,0
2021-11-28,47,11,15,11,15,5,8,3,9,1,16,3,0
2021-11-29,76,14,8,17,12,8,7,4,3,6,12,4,0
2021-11-30,102,21,17,16,15,19,10,9,11,5,20,3,0
2021-12-01,123,36,24,26,17,17,10,1,9,7,11,7,0
2021-12-02,115,51,37,22,20,17,14,12,20,6,29,8,0
2021-12-03,124,31,13,19,20,15,10,10,10,3,18,7,0
2021-12-04,112,26,28,14,25,14,11,6,20,4,19,8,0
2021-12-05,85,13,19,12,14,12,13,8,16,5,16,5,0
2021-12-06,88,19,20,13,14,15,10,2,14,6,28,4,0
2021-12-07,147,51,43,29,27,22,23,9,9,7,30,12,0
2021-12-08,129,57,49,28,28,24,23,15,7,10,42,6,0
2021-12-09,159,63,75,43,37,32,17,15,6,17,42,8,0
2021-12-10,129,78,63,44,39,25,18,19,17,17,70,7,0
2021-12-11,145,86,62,41,32,18,20,18,16,14,55,9,0
2021-12-12,160,76,68,40,33,29,23,18,17,16,47,9,0
2021-12-13,222,220,109,51,41,22,31,19,20,25,61,17,0
2021-12-14,310,364,219,80,84,54,45,30,28,30,140,16,0
2021-12-15,502,640,372,144,96,72,75,55,40,35,208,16,0
2021-12-16,335,469,284,109,92,70,53,51,23,40,178,23,0
2021-12-17,524,739,438,190,128,117,107,59,53,54,306,39,0
2021-12-18,564,559,371,186,146,85,98,76,69,51,255,38,0
2021-12-19,546,449,350,172,129,107,102,86,59,82,246,41,0
2021-12-20,845,611,462,245,187,150,139,118,85,73,320,44,0
2021-12-21,989,644,587,292,244,192,161,133,78,79,465,59,1
2021-12-22,1163,1168,1033,427,353,310,270,217,148,152,713,86,0
2021-12-23,1056,1147,996,397,310,301,211,177,132,113,716,68,0
2021-12-24,1140,1318,1148,522,341,324,278,206,158,139,870,100,0
2021-12-25,1184,1309,1180,531,369,380,358,206,157,158,826,115,1
2021-12-26,1084,1121,909,499,317,292,292,251,192,165,720,97,0
2021-12-27,1362,1124,1000,533,444,369,377,241,268,249,773,132,1
2021-12-28,2109,1702,1651,870,636,607,580,475,322,334,1232,216,0
2021-12-29,3066,2421,2312,1294,1072,1033,1009,828,599,506,1813,346,1
2021-12-30,4254,3432,3307,1881,1533,1403,1315,1089,774,777,2559,528,4
2021-12-31,3601,2695,2734,1535,1165,1201,1174,863,721,691,1987,473,3
2022-01-01,3634,2591,2658,1605,1283,1275,1147,911,808,761,2064,445,0
2022-01-02,3847,2852,3089,1870,1501,1364,1280,1045,939,767,2474,532,0
2022-01-03,4933,3786,3624,2309,1899,1642,1590,1260,1194,966,2889,670,3
2022-01-04,5463,4613,4120,2496,1894,1735,1657,1430,1182,1095,3055,677,3
2022-01-05,7448,7186,6032,3156,2462,2261,2123,1652,1476,1308,4194,857,2
2022-01-06,8011,7208,5947,3298,2593,2356,2123,1763,1423,1397,4294,914,6
2022-01-07,7425,6496,5341,3080,2351,2234,2059,1664,1425,1277,3921,867,4
2022-01-08,5903,4096,3748,2335,1994,1818,1603,1342,1173,1048,2809,662,5
2022-01-09,3783,2587,2534,1791,1379,1231,1200,956,1053,745,2103,490,2
2022-01-10,6905,3813,3680,2827,2555,2245,2040,1605,1418,1290,3225,830,5
2022-01-11,6148,3163,3300,2532,2155,2050,1844,1516,1399,1252,2736,812,8
2022-01-12,6388,3275,3289,2625,2290,1990,1785,1605,1486,1305,2971,893,5
2022-01-13,4913,2338,2411,2022,1648,1544,1477,1159,1260,1054,2242,722,5
2022-01-14,6238,2625,2730,2251,2026,1870,1736,1440,1535,1182,2581,850,1
2022-01-15,4781,1775,1888,1724,1466,1351,1239,1022,1219,930,1852,682,2
2022-01-16,4426,1429,1514,1486,1379,1183,1105,965,1161,849,1624,649,16
2022-01-17,4129,1329,1474,1432,1245,1157,948,836,1014,739,1463,583,6
2022-01-18,4782,1603,1701,1652,1471,1336,1191,1013,1191,867,1754,682,9
2022-01-19,4555,1537,1662,1592,1309,1209,1101,881,1117,850,1505,613,2
2022-01-20,1921,727,824,730,608,480,429,344,201,233,744,152,1
2022-01-21,2008,717,804,672,591,469,402,279,227,228,766,181,1
2022-01-22,1627,556,506,573,468,403,318,223,198,215,607,142,0
2022-01-23,1877,518,588,626,511,406,327,237,187,209,593,122,0
2022-01-24,2254,760,787,813,668,510,416,288,233,221,808,173,1
2022-01-25,2103,627,677,710,606,443,345,252,189,198,754,144,1
2022-01-26,2000,615,566,631,514,394,287,245,209,213,657,112,1
2022-01-27,1955,591,652,614,523,405,327,213,183,185,698,130,1
2022-01-28,1635,422,488,461,391,289,253,172,133,126,439,71,1
2022-01-29,1781,450,416,477,403,331,227,207,121,156,486,78,1
2022-01-30,1875,447,479,551,429,330,263,192,134,134,464,103,1
2022-01-31,2842,606,592,660,541,419,357,267,161,154,654,116,1
2022-02-01,3133,487,546,559,470,389,262,181,138,148,566,110,0
2022-02-02,2360,515,580,512,402,358,251,177,151,140,559,93,0
2022-02-03,2131,455,432,476,390,299,232,170,118,146,505,80,1
2022-02-04,1768,368,376,418,329,263,215,154,119,120,385,79,0
2022-02-05,1440,297,296,353,265,212,132,103,94,91,344,72,0
2022-02-06,1795,279,325,328,264,219,164,126,87,80,383,50,0
2022-02-07,3217,396,395,487,406,332,246,147,118,109,503,89,0
2022-02-08,2273,375,442,400,375,269,172,111,125,91,432,70,2
2022-02-09,2308,401,411,455,385,271,149,123,107,104,441,59,0
2022-02-10,2040,312,336,430,375,243,180,102,104,79,397,63,2
2022-02-11,2104,292,295,399,324,238,161,115,86,86,376,66,0
2022-02-12,1817,262,236,340,271,209,131,61,65,72,319,42,0
2022-02-13,2036,260,235,346,293,218,140,113,70,57,290,39,0
2022-02-14,3395,352,347,484,426,323,199,111,120,88,419,50,1
2022-02-15,2580,398,385,457,376,269,167,112,85,80,444,59,0
2022-02-16,2428,344,365,478,427,292,171,91,72,99,441,48,1
2022-02-17,2171,351,310,447,370,261,163,110,99,87,367,43,0
2022-02-18,1949,278,294,384,348,241,167,90,75,52,332,41,0
2022-02-19,1599,204,215,311,253,166,116,84,58,54,261,34,0
2022-02-20,1790,227,217,340,279,204,130,86,51,55,291,38,0
2022-02-21,3090,339,355,446,380,303,199,111,85,81,373,48,1
2022-02-22,2309,396,339,412,361,239,185,86,57,77,369,49,0
2022-02-23,2059,401,391,421,395,281,173,104,78,89,366,57,0
2022-02-24,1771,354,329,407,358,274,171,113,53,63,336,37,0
2022-02-25,1778,328,314,311,291,237,150,112,82,77,324,49,0
2022-02-26,1722,280,241,297,273,211,159,81,43,52,253,45,0
2022-02-27,2149,270,236,306,301,231,144,86,51,77,305,38,0
2022-02-28,3453,488,345,467,445,337,200,125,79,105,383,71,0
2022-03-01,3010,556,414,503,498,341,236,160,97,101,453,66,0
2022-03-02,2679,636,467,569,519,403,308,149,123,132,477,85,0
2022-03-03,2598,527,386,525,525,388,230,153,87,108,458,80,0
2022-03-04,2766,433,368,503,512,363,237,142,107,106,427,68,0
2022-03-05,2640,347,302,418,422,308,242,148,82,119,343,70,0
2022-03-06,3192,381,330,475,505,445,275,146,92,119,365,94,0
2022-03-07,4731,546,539,642,659,486,381,193,131,128,522,102,2
2022-03-08,3751,732,632,692,679,527,348,213,103,138,641,86,2
2022-03-09,3504,815,737,752,831,633,398,241,127,160,639,100,0
2022-03-10,3149,669,597,666,762,625,389,223,129,158,572,92,0
2022-03-11,3594,545,570,622,687,533,367,224,133,163,534,137,0
2022-03-12,3069,429,437,563,571,496,306,182,157,132,501,83,0
2022-03-13,944,132,115,147,188,144,89,51,32,31,155,19,0
2022-03-14,8368,1020,1099,1384,1467,1151,747,464,297,323,1123,212,0
2022-03-15,4890,847,808,902,955,722,528,266,192,215,792,156,1
2022-03-16,4324,1030,892,1028,1061,877,537,361,203,236,923,169,0
2022-03-17,4049,882,799,952,951,797,590,330,269,233,818,172,1
2022-03-18,4224,678,742,859,974,804,507,300,246,242,790,158,0
2022-03-19,3733,565,611,711,740,692,470,290,242,225,723,154,0
2022-03-20,4017,593,687,824,806,686,495,363,262,241,766,167,0
2022-03-21,6422,851,958,1165,1093,980,727,447,328,304,1090,192,1
2022-03-22,5466,1026,1049,1131,1166,946,650,432,341,338,1061,206,0
2022-03-23,4659,1086,1081,1234,1205,995,702,444,370,352,1148,237,0
2022-03-24,4178,836,933,1126,1063,901,630,420,391,352,1003,221,1
2022-03-25,4108,699,757,969,879,773,586,375,337,287,862,216,0
2022-03-26,3220,559,649,774,766,627,467,318,300,280,708,210,0
2022-03-27,3717,631,672,854,849,737,521,368,319,323,795,218,6
2022-03-28,5819,873,1041,1250,1205,1005,730,537,492,385,1109,278,0
2022-03-29,4762,992,1166,1220,1130,941,764,506,472,409,1157,277,0
2022-03-30,4255,1051,1178,1324,1212,1013,772,545,480,430,1139,266,0
2022-03-31,3620,824,952,1118,1091,916,665,524,468,407,1081,290,0
2022-04-01,3402,711,790,903,909,772,609,491,399,338,897,246,0
2022-04-02,2720,543,644,734,720,626,579,396,419,342,733,260,0
2022-04-03,3166,609,713,849,820,732,571,422,410,314,827,243,0
2022-04-04,4777,875,995,1188,1065,900,724,525,482,471,1057,287,0
2022-04-05,3793,856,1025,1069,978,786,645,469,479,415,1044,252,0
2022-04-06,3340,869,938,1111,1006,894,697,485,494,427,1110,311,0
2022-04-07,2880,748,859,960,848,796,591,482,454,411,946,294,0
2022-04-08,2542,681,667,899,777,737,502,403,466,368,802,273,0
2022-04-09,2069,485,578,694,646,551,444,393,430,332,662,247,0
2022-04-10,2101,516,607,713,673,602,476,345,414,357,704,220,0
2022-04-11,2525,718,869,914,835,709,601,478,505,391,861,295,0
2022-04-12,2375,685,816,898,775,696,576,437,473,424,907,285,0
2022-04-13,1992,722,764,855,736,652,522,393,472,359,856,274,0
2022-04-14,1769,594,672,725,665,570,508,376,448,348,703,286,0
2022-04-15,1462,394,491,704,573,506,420,342,429,326,599,248,1
2022-04-16,1337,411,475,529,523,448,379,328,440,281,560,243,0
2022-04-17,1404,445,490,609,561,524,424,364,430,319,616,271,1
2022-04-18,1545,572,682,757,637,634,532,421,448,368,748,272,0
2022-04-19,1974,824,938,979,760,754,689,571,590,451,931,326,0
2022-04-20,1673,741,832,825,736,647,611,524,510,390,898,276,0
2022-04-21,1525,676,701,680,599,601,545,483,433,378,724,305,1
2022-04-22,1245,516,567,613,570,529,479,410,430,366,616,284,0
2022-04-23,1164,427,457,500,527,476,433,355,344,307,494,226,0
2022-04-24,905,290,357,400,361,356,301,237,300,239,379,195,0
2022-04-25,1328,479,536,590,558,508,457,389,377,322,601,246,0
2022-04-26,1573,667,761,714,653,584,594,464,414,346,795,250,0
2022-04-27,1471,535,589,585,485,428,400,355,336,290,663,194,0
2022-04-28,1217,500,547,549,466,426,375,325,354,256,525,188,0
2022-04-29,1096,390,494,477,406,382,361,324,362,267,442,196,0
2022-04-30,886,281,363,360,337,295,263,236,295,207,407,166,0
2022-05-01,956,296,395,338,325,275,285,237,285,201,360,176,0
2022-05-02,1620,389,559,500,449,471,398,315,373,259,537,210,0
2022-05-03,1404,426,519,487,434,403,406,318,310,252,557,188,1
2022-05-04,2999,943,1079,1033,908,812,767,668,599,566,1069,432,0
2022-05-05,1770,503,649,624,556,475,458,364,472,305,563,250,0
2022-05-06,1474,366,434,475,414,377,366,299,366,274,457,159,0
2022-05-07,1175,298,337,406,368,313,309,255,262,222,403,171,0
2022-05-08,1249,297,368,475,398,372,329,249,280,219,447,175,0
2022-05-09,2068,444,570,612,564,473,411,353,351,302,610,254,0
2022-05-10,1843,432,542,561,533,507,453,375,385,327,586,237,0
2022-05-11,1907,442,529,631,547,511,480,345,357,306,597,208,1
2022-05-12,1633,430,509,599,589,486,436,331,348,317,564,230,0
2022-05-13,1560,366,393,510,498,440,383,294,359,256,490,202,0
2022-05-14,1267,297,334,420,380,334,326,284,305,229,425,191,1
2022-05-15,1408,263,377,459,395,374,349,288,295,270,432,178,0
2022-05-16,2306,436,545,651,617,553,497,391,431,319,674,205,0
2022-05-17,1866,404,463,604,552,423,414,348,367,315,564,200,0
2022-05-18,1561,396,516,573,519,421,402,320,329,252,484,181,0
2022-05-19,1365,363,443,546,489,438,408,325,335,267,502,187,0
2022-05-20,1236,376,424,564,466,441,406,349,375,295,500,224,0
2022-05-21,1051,394,471,590,482,456,381,273,318,258,533,180,0
2022-05-22,981,234,299,344,328,310,262,223,240,226,342,158,0
2022-05-23,1667,358,406,486,452,441,378,347,363,265,462,199,0
2022-05-24,1353,352,407,491,428,407,347,304,284,232,481,173,0
2022-05-25,1215,327,407,489,448,393,376,285,294,263,486,179,0
2022-05-26,1089,329,364,444,370,396,322,257,290,235,400,188,0
2022-05-27,1033,269,304,336,313,330,282,230,258,224,338,151,1
2022-05-28,809,183,243,307,306,239,242,212,206,183,314,158,0
2022-05-29,741,215,274,308,286,258,226,189,198,174,293,118,0
2022-05-30,1289,324,383,388,378,372,375,244,277,228,395,133,0
2022-05-31,1043,320,364,394,344,317,311,252,261,192,382,134,0
2022-06-01,942,292,364,397,336,358,292,215,237,209,410,146,0
2022-06-02,864,286,302,354,313,297,279,226,196,204,356,140,0
2022-06-03,794,228,303,300,278,249,228,215,207,173,294,125,0
2022-06-04,617,188,216,239,251,212,182,183,164,146,263,94,0
2022-06-05,634,186,230,269,292,226,206,194,218,180,269,99,0
2022-06-06,1086,275,321,397,352,384,291,242,214,222,370,147,0
2022-06-07,921,257,313,375,310,297,251,257,237,209,395,121,0
2022-06-08,778,268,331,333,320,258,261,211,223,197,360,130,0
2022-06-09,769,215,317,330,278,287,265,200,245,164,316,127,1
2022-06-10,723,199,269,293,282,224,219,179,213,189,308,124,0
2022-06-11,523,174,176,239,222,214,160,158,182,146,234,114,0
2022-06-12,510,158,208,242,246,194,225,174,159,150,245,109,0
2022-06-13,653,224,283,299,263,287,263,215,186,191,293,123,0
2022-06-14,1086,301,395,453,401,372,334,279,299,222,461,141,0
2022-06-15,926,327,379,370,363,322,335,264,273,219,437,167,2
2022-06-16,865,306,340,406,357,323,307,251,246,215,384,162,0
2022-06-17,769,294,321,390,317,285,260,235,262,180,376,123,0
2022-06-18,572,197,253,275,221,236,249,195,212,179,301,149,0
2022-06-19,609,215,283,279,282,309,244,218,234,210,291,151,1
2022-06-20,1121,321,399,442,408,391,404,306,286,258,426,158,1
2022-06-21,947,337,429,393,359,389,287,291,273,232,426,183,0
2022-06-22,915,304,421,434,391,376,349,289,263,252,440,183,0
2022-06-23,881,309,369,382,367,370,281,260,279,231,362,176,0
2022-06-24,883,289,339,374,347,332,312,260,259,247,355,155,0
2022-06-25,728,208,276,282,289,333,292,255,273,237,311,150,0
2022-06-26,746,240,307,342,340,313,311,269,257,223,355,150,0
2022-06-27,1206,392,451,481,459,431,413,368,299,334,487,198,0
2022-06-28,1110,409,464,429,423,461,418,364,358,323,486,205,0
2022-06-29,1142,426,515,529,459,486,426,353,330,346,525,196,0
2022-06-30,689,288,321,406,344,324,279,253,239,235,365,154,0
